id,period_start_art,period_end_art,period_start_utc,period_end_utc,min_value_c,max_value_c,avg_value_c,sample_count,created_at_art
1472,2026-08-23T17:32:48-03:00,2026-08-23T17:37:48-03:00,2026-08-23T20:32:48+00:00,2026-08-23T20:37:48+00:00,-23.5,-23.3125,-23.40678,59,2026-08-23T17:35:43.023407-03:00
1473,2026-08-23T17:37:48-03:00,2026-08-23T17:42:48-03:00,2026-08-23T20:37:48+00:00,2026-08-23T20:42:48+00:00,-23.5625,-22.0625,-22.91562,60,2026-08-23T17:40:42.526258-03:00
1474,2026-08-23T17:42:48-03:00,2026-08-23T17:47:48-03:00,2026-08-23T20:42:48+00:00,2026-08-23T20:47:48+00:00,-22.0625,-20.9375,-21.45729,60,2026-08-23T17:45:43.578423-03:00
1475,2026-08-23T17:47:48-03:00,2026-08-23T17:52:48-03:00,2026-08-23T20:47:48+00:00,2026-08-23T20:52:48+00:00,-20.9375,-20.1875,-20.54792,60,2026-08-23T17:50:41.948625-03:00
1476,2026-08-23T17:52:48-03:00,2026-08-23T17:57:48-03:00,2026-08-23T20:52:48+00:00,2026-08-23T20:57:48+00:00,-20.1875,-19.75,-19.96146,60,2026-08-23T17:55:42.393328-03:00
1477,2026-08-23T17:57:48-03:00,2026-08-23T18:02:48-03:00,2026-08-23T20:57:48+00:00,2026-08-23T21:02:48+00:00,-19.75,-19.375,-19.53542,60,2026-08-23T18:00:43.205775-03:00
1478,2026-08-23T18:02:48-03:00,2026-08-23T18:07:48-03:00,2026-08-23T21:02:48+00:00,2026-08-23T21:07:48+00:00,-19.3125,-19.0625,-19.18542,60,2026-08-23T18:05:42.345964-03:00
1479,2026-08-23T18:07:48-03:00,2026-08-23T18:12:48-03:00,2026-08-23T21:07:48+00:00,2026-08-23T21:12:48+00:00,-19,-18.75,-18.89271,60,2026-08-23T18:10:42.572746-03:00
1480,2026-08-23T18:12:48-03:00,2026-08-23T18:17:48-03:00,2026-08-23T21:12:48+00:00,2026-08-23T21:17:48+00:00,-19,-18.5625,-18.68021,60,2026-08-23T18:15:42.314304-03:00
1481,2026-08-23T18:17:48-03:00,2026-08-23T18:22:49-03:00,2026-08-23T21:17:48+00:00,2026-08-23T21:22:49+00:00,-21.1875,-19,-20.21563,60,2026-08-23T18:20:46.415219-03:00
1482,2026-08-23T18:22:49-03:00,2026-08-23T18:27:49-03:00,2026-08-23T21:22:49+00:00,2026-08-23T21:27:49+00:00,-22.25,-21.25,-21.81886,59,2026-08-23T18:25:42.403997-03:00
1483,2026-08-23T18:27:49-03:00,2026-08-23T18:32:49-03:00,2026-08-23T21:27:49+00:00,2026-08-23T21:32:49+00:00,-22.875,-22.25,-22.59167,60,2026-08-23T18:30:42.549996-03:00
1484,2026-08-23T18:32:49-03:00,2026-08-23T18:37:49-03:00,2026-08-23T21:32:49+00:00,2026-08-23T21:37:49+00:00,-23.25,-22.875,-23.07708,60,2026-08-23T18:35:43.611251-03:00
1487,2026-08-23T18:37:49-03:00,2026-08-23T18:42:49-03:00,2026-08-23T21:37:49+00:00,2026-08-23T21:42:49+00:00,-23.5625,-23.25,-23.4375,60,2026-08-23T18:41:42.712680-03:00
1488,2026-08-23T18:42:49-03:00,2026-08-23T18:47:49-03:00,2026-08-23T21:42:49+00:00,2026-08-23T21:47:49+00:00,-23.875,-23.625,-23.73077,52,2026-08-23T18:46:14.062130-03:00
1489,2026-08-23T18:47:49-03:00,2026-08-23T18:52:49-03:00,2026-08-23T21:47:49+00:00,2026-08-23T21:52:49+00:00,-24.0625,-23.875,-23.96181,54,2026-08-23T18:51:12.597171-03:00
1490,2026-08-23T18:52:49-03:00,2026-08-23T18:57:49-03:00,2026-08-23T21:52:49+00:00,2026-08-23T21:57:49+00:00,-24.1875,-23.8125,-24.11864,59,2026-08-23T18:55:42.616445-03:00
1491,2026-08-23T18:57:49-03:00,2026-08-23T19:02:49-03:00,2026-08-23T21:57:49+00:00,2026-08-23T22:02:49+00:00,-23.8125,-22.375,-23.03333,60,2026-08-23T19:00:42.139314-03:00
1492,2026-08-23T19:02:49-03:00,2026-08-23T19:07:49-03:00,2026-08-23T22:02:49+00:00,2026-08-23T22:07:49+00:00,-22.375,-21.5,-21.88333,60,2026-08-23T19:05:42.583268-03:00
1493,2026-08-23T19:07:49-03:00,2026-08-23T19:12:49-03:00,2026-08-23T22:07:49+00:00,2026-08-23T22:12:49+00:00,-21.4375,-20.875,-21.16354,60,2026-08-23T19:10:45.844482-03:00
1494,2026-08-23T19:12:49-03:00,2026-08-23T19:17:49-03:00,2026-08-23T22:12:49+00:00,2026-08-23T22:17:49+00:00,-20.875,-20.5,-20.67903,59,2026-08-23T19:15:42.305426-03:00
1495,2026-08-23T19:17:49-03:00,2026-08-23T19:22:49-03:00,2026-08-23T22:17:49+00:00,2026-08-23T22:22:49+00:00,-20.5,-20.125,-20.31146,60,2026-08-23T19:20:43.069562-03:00
1496,2026-08-23T19:22:49-03:00,2026-08-23T19:27:49-03:00,2026-08-23T22:22:49+00:00,2026-08-23T22:27:49+00:00,-20.125,-19.875,-20.01458,60,2026-08-23T19:25:42.747364-03:00
1497,2026-08-23T19:27:49-03:00,2026-08-23T19:32:49-03:00,2026-08-23T22:27:49+00:00,2026-08-23T22:32:49+00:00,-19.875,-19.625,-19.7625,60,2026-08-23T19:30:42.772068-03:00
1498,2026-08-23T19:32:49-03:00,2026-08-23T19:37:49-03:00,2026-08-23T22:32:49+00:00,2026-08-23T22:37:49+00:00,-19.625,-19.4375,-19.53854,60,2026-08-23T19:35:42.542283-03:00
1499,2026-08-23T19:37:49-03:00,2026-08-23T19:42:49-03:00,2026-08-23T22:37:49+00:00,2026-08-23T22:42:49+00:00,-19.4375,-19.25,-19.3375,60,2026-08-23T19:40:42.455390-03:00
1500,2026-08-23T19:42:49-03:00,2026-08-23T19:47:49-03:00,2026-08-23T22:42:49+00:00,2026-08-23T22:47:49+00:00,-19.25,-19.0625,-19.14271,60,2026-08-23T19:45:42.320716-03:00
1501,2026-08-23T19:47:49-03:00,2026-08-23T19:52:49-03:00,2026-08-23T22:47:49+00:00,2026-08-23T22:52:49+00:00,-19.9375,-18.8125,-19.14896,60,2026-08-23T19:50:42.518927-03:00
1502,2026-08-23T19:52:49-03:00,2026-08-23T19:57:49-03:00,2026-08-23T22:52:49+00:00,2026-08-23T22:57:49+00:00,-21.9375,-20,-21.09271,60,2026-08-23T19:56:00.026831-03:00
1503,2026-08-23T19:57:49-03:00,2026-08-23T20:02:50-03:00,2026-08-23T22:57:49+00:00,2026-08-23T23:02:50+00:00,-22.875,-22.0625,-22.52632,57,2026-08-23T20:00:43.108603-03:00
1504,2026-08-23T20:02:50-03:00,2026-08-23T20:07:50-03:00,2026-08-23T23:02:50+00:00,2026-08-23T23:07:50+00:00,-23.4375,-22.9375,-23.19062,60,2026-08-23T20:05:43.121129-03:00
1505,2026-08-23T20:07:50-03:00,2026-08-23T20:12:50-03:00,2026-08-23T23:07:50+00:00,2026-08-23T23:12:50+00:00,-23.875,-23.4375,-23.66667,60,2026-08-23T20:10:42.659630-03:00
1506,2026-08-23T20:12:50-03:00,2026-08-23T20:17:50-03:00,2026-08-23T23:12:50+00:00,2026-08-23T23:17:50+00:00,-24.125,-23.875,-24.01563,60,2026-08-23T20:15:43.391992-03:00
1507,2026-08-23T20:17:50-03:00,2026-08-23T20:22:50-03:00,2026-08-23T23:17:50+00:00,2026-08-23T23:22:50+00:00,-24.375,-24.125,-24.28854,60,2026-08-23T20:20:42.862352-03:00
1508,2026-08-23T20:22:50-03:00,2026-08-23T20:27:50-03:00,2026-08-23T23:22:50+00:00,2026-08-23T23:27:50+00:00,-24.375,-22.9375,-23.625,60,2026-08-23T20:25:43.319539-03:00
1509,2026-08-23T20:27:50-03:00,2026-08-23T20:32:50-03:00,2026-08-23T23:27:50+00:00,2026-08-23T23:32:50+00:00,-22.875,-21.9375,-22.375,60,2026-08-23T20:30:42.874203-03:00
1510,2026-08-23T20:32:50-03:00,2026-08-23T20:37:50-03:00,2026-08-23T23:32:50+00:00,2026-08-23T23:37:50+00:00,-21.9375,-21.25,-21.58542,60,2026-08-23T20:35:45.238315-03:00
1511,2026-08-23T20:37:50-03:00,2026-08-23T20:42:50-03:00,2026-08-23T23:37:50+00:00,2026-08-23T23:42:50+00:00,-21.25,-20.4375,-20.875,60,2026-08-23T20:40:43.025638-03:00
1512,2026-08-23T20:42:50-03:00,2026-08-23T20:47:50-03:00,2026-08-23T23:42:50+00:00,2026-08-23T23:47:50+00:00,-20.4375,-19.3125,-19.92604,60,2026-08-23T20:45:43.480434-03:00
1513,2026-08-23T20:47:50-03:00,2026-08-23T20:52:50-03:00,2026-08-23T23:47:50+00:00,2026-08-23T23:52:50+00:00,-19.3125,-17.375,-18.42708,60,2026-08-23T20:50:44.254048-03:00
1514,2026-08-23T20:52:50-03:00,2026-08-23T20:57:50-03:00,2026-08-23T23:52:50+00:00,2026-08-23T23:57:50+00:00,-17.3125,-14.6875,-16.03958,60,2026-08-23T20:55:43.978990-03:00
1515,2026-08-23T20:57:50-03:00,2026-08-23T21:02:50-03:00,2026-08-23T23:57:50+00:00,2026-08-24T00:02:50+00:00,-14.625,-11.875,-13.21458,60,2026-08-23T21:00:44.558694-03:00
1516,2026-08-23T21:02:50-03:00,2026-08-23T21:07:50-03:00,2026-08-24T00:02:50+00:00,2026-08-24T00:07:50+00:00,-11.8125,-8.4375,-10.55833,60,2026-08-23T21:06:01.122196-03:00
1517,2026-08-23T21:07:50-03:00,2026-08-23T21:12:51-03:00,2026-08-24T00:07:50+00:00,2026-08-24T00:12:51+00:00,-10.875,-8.375,-9.858553,57,2026-08-23T21:10:43.789725-03:00
1518,2026-08-23T21:12:51-03:00,2026-08-23T21:17:51-03:00,2026-08-24T00:12:51+00:00,2026-08-24T00:17:51+00:00,-11.5625,-10.875,-11.2875,60,2026-08-23T21:15:44.323301-03:00
1519,2026-08-23T21:17:51-03:00,2026-08-23T21:22:51-03:00,2026-08-24T00:17:51+00:00,2026-08-24T00:22:51+00:00,-11.6875,-11.5625,-11.64271,60,2026-08-23T21:21:13.847287-03:00
1521,2026-08-23T21:22:51-03:00,2026-08-23T21:27:51-03:00,2026-08-24T00:22:51+00:00,2026-08-24T00:27:51+00:00,-11.75,-11.6875,-11.7214,59,2026-08-23T21:26:16.900691-03:00
1522,2026-08-23T21:27:51-03:00,2026-08-23T21:32:52-03:00,2026-08-24T00:27:51+00:00,2026-08-24T00:32:52+00:00,-11.75,-11.75,-11.75,59,2026-08-23T21:30:45.263843-03:00
1523,2026-08-23T21:32:52-03:00,2026-08-23T21:37:52-03:00,2026-08-24T00:32:52+00:00,2026-08-24T00:37:52+00:00,-11.75,-11.75,-11.75,60,2026-08-23T21:35:56.704821-03:00
1524,2026-08-23T21:37:52-03:00,2026-08-23T21:42:52-03:00,2026-08-24T00:37:52+00:00,2026-08-24T00:42:52+00:00,-11.75,-11.6875,-11.72522,58,2026-08-23T21:40:44.116177-03:00
1525,2026-08-23T21:42:52-03:00,2026-08-23T21:47:52-03:00,2026-08-24T00:42:52+00:00,2026-08-24T00:47:52+00:00,-11.6875,-11.6875,-11.6875,60,2026-08-23T21:45:45.048474-03:00
1526,2026-08-23T21:47:52-03:00,2026-08-23T21:52:52-03:00,2026-08-24T00:47:52+00:00,2026-08-24T00:52:52+00:00,-11.6875,-11.6875,-11.6875,60,2026-08-23T21:50:44.519532-03:00
1527,2026-08-23T21:52:52-03:00,2026-08-23T21:57:52-03:00,2026-08-24T00:52:52+00:00,2026-08-24T00:57:52+00:00,-11.6875,-11.625,-11.65521,60,2026-08-23T21:55:45.163295-03:00
1528,2026-08-23T21:57:52-03:00,2026-08-23T22:02:52-03:00,2026-08-24T00:57:52+00:00,2026-08-24T01:02:52+00:00,-11.6875,-11.0625,-11.57813,60,2026-08-23T22:00:44.509305-03:00
1529,2026-08-23T22:02:52-03:00,2026-08-23T22:07:52-03:00,2026-08-24T01:02:52+00:00,2026-08-24T01:07:52+00:00,-14.5625,-11.0625,-12.71042,60,2026-08-23T22:05:44.756642-03:00
1530,2026-08-23T22:07:52-03:00,2026-08-23T22:12:52-03:00,2026-08-24T01:07:52+00:00,2026-08-24T01:12:52+00:00,-17.3125,-14.625,-16.09375,60,2026-08-23T22:10:45.872390-03:00
1531,2026-08-23T22:12:52-03:00,2026-08-23T22:17:52-03:00,2026-08-24T01:12:52+00:00,2026-08-24T01:17:52+00:00,-18.8125,-17.375,-18.14688,60,2026-08-23T22:15:44.680277-03:00
1532,2026-08-23T22:17:52-03:00,2026-08-23T22:22:52-03:00,2026-08-24T01:17:52+00:00,2026-08-24T01:22:52+00:00,-19.6875,-18.875,-19.27292,60,2026-08-23T22:20:44.575231-03:00
1533,2026-08-23T22:22:52-03:00,2026-08-23T22:27:52-03:00,2026-08-24T01:22:52+00:00,2026-08-24T01:27:52+00:00,-20.3125,-19.6875,-20.01042,60,2026-08-23T22:25:50.494162-03:00
1534,2026-08-23T22:27:52-03:00,2026-08-23T22:32:52-03:00,2026-08-24T01:27:52+00:00,2026-08-24T01:32:52+00:00,-20.9375,-20.3125,-20.62182,59,2026-08-23T22:30:48.797705-03:00
1535,2026-08-23T22:32:52-03:00,2026-08-23T22:37:52-03:00,2026-08-24T01:32:52+00:00,2026-08-24T01:37:52+00:00,-21.375,-20.9375,-21.18114,59,2026-08-23T22:35:44.696069-03:00
1536,2026-08-23T22:37:52-03:00,2026-08-23T22:42:52-03:00,2026-08-24T01:37:52+00:00,2026-08-24T01:42:52+00:00,-21.8125,-21.4375,-21.62917,60,2026-08-23T22:43:05.418022-03:00
1537,2026-08-23T22:42:52-03:00,2026-08-23T22:47:52-03:00,2026-08-24T01:42:52+00:00,2026-08-24T01:47:52+00:00,-22.1875,-22,-22.09091,33,2026-08-23T22:46:17.200301-03:00
1538,2026-08-23T22:47:52-03:00,2026-08-23T22:52:52-03:00,2026-08-24T01:47:52+00:00,2026-08-24T01:52:52+00:00,-22.5,-22.1875,-22.35699,59,2026-08-23T22:51:48.823373-03:00
1539,2026-08-23T22:52:52-03:00,2026-08-23T22:57:52-03:00,2026-08-24T01:52:52+00:00,2026-08-24T01:57:52+00:00,-22.75,-22.5,-22.64693,57,2026-08-23T22:55:44.850524-03:00
1540,2026-08-23T22:57:52-03:00,2026-08-23T23:02:52-03:00,2026-08-24T01:57:52+00:00,2026-08-24T02:02:52+00:00,-22.9375,-21.6875,-22.575,60,2026-08-23T23:01:41.203935-03:00
1541,2026-08-23T23:02:52-03:00,2026-08-23T23:07:52-03:00,2026-08-24T02:02:52+00:00,2026-08-24T02:07:52+00:00,-21.25,-20.0625,-20.62245,49,2026-08-23T23:05:44.915507-03:00
1542,2026-08-23T23:07:53-03:00,2026-08-23T23:12:53-03:00,2026-08-24T02:07:53+00:00,2026-08-24T02:12:53+00:00,-20.0625,-19.1875,-19.60417,60,2026-08-23T23:10:45.919012-03:00
1543,2026-08-23T23:12:53-03:00,2026-08-23T23:17:53-03:00,2026-08-24T02:12:53+00:00,2026-08-24T02:17:53+00:00,-19.1875,-18.6875,-18.93438,60,2026-08-23T23:15:44.409230-03:00
1544,2026-08-23T23:17:53-03:00,2026-08-23T23:22:53-03:00,2026-08-24T02:17:53+00:00,2026-08-24T02:22:53+00:00,-18.6875,-18.3125,-18.47708,60,2026-08-23T23:20:44.795496-03:00
1545,2026-08-23T23:22:53-03:00,2026-08-23T23:27:53-03:00,2026-08-24T02:22:53+00:00,2026-08-24T02:27:53+00:00,-18.3125,-18,-18.14375,60,2026-08-23T23:25:45.311467-03:00
1546,2026-08-23T23:27:53-03:00,2026-08-23T23:32:53-03:00,2026-08-24T02:27:53+00:00,2026-08-24T02:32:53+00:00,-18,-17.75,-17.87812,60,2026-08-23T23:30:44.568676-03:00
1547,2026-08-23T23:32:53-03:00,2026-08-23T23:37:53-03:00,2026-08-24T02:32:53+00:00,2026-08-24T02:37:53+00:00,-17.75,-17.5625,-17.65104,60,2026-08-23T23:35:55.445402-03:00
1548,2026-08-23T23:37:53-03:00,2026-08-23T23:42:53-03:00,2026-08-24T02:37:53+00:00,2026-08-24T02:42:53+00:00,-17.5625,-17.3125,-17.44073,58,2026-08-23T23:40:44.824498-03:00
1549,2026-08-23T23:42:53-03:00,2026-08-23T23:47:53-03:00,2026-08-24T02:42:53+00:00,2026-08-24T02:47:53+00:00,-17.375,-17.1875,-17.25833,60,2026-08-23T23:45:45.217143-03:00
1550,2026-08-23T23:47:53-03:00,2026-08-23T23:52:53-03:00,2026-08-24T02:47:53+00:00,2026-08-24T02:52:53+00:00,-17.1875,-17,-17.08333,60,2026-08-23T23:50:44.933964-03:00
1551,2026-08-23T23:52:53-03:00,2026-08-23T23:57:53-03:00,2026-08-24T02:52:53+00:00,2026-08-24T02:57:53+00:00,-17,-16.8125,-16.92083,60,2026-08-23T23:55:45.621114-03:00
1552,2026-08-23T23:57:53-03:00,2026-08-24T00:02:53-03:00,2026-08-24T02:57:53+00:00,2026-08-24T03:02:53+00:00,-16.8125,-16.6875,-16.75521,60,2026-08-24T00:00:45.432646-03:00
1553,2026-08-24T00:02:53-03:00,2026-08-24T00:07:53-03:00,2026-08-24T03:02:53+00:00,2026-08-24T03:07:53+00:00,-16.6875,-16.5,-16.60417,60,2026-08-24T00:05:44.952445-03:00
1554,2026-08-24T00:07:53-03:00,2026-08-24T00:12:53-03:00,2026-08-24T03:07:53+00:00,2026-08-24T03:12:53+00:00,-16.5,-16.375,-16.44792,60,2026-08-24T00:10:45.045431-03:00
1555,2026-08-24T00:12:53-03:00,2026-08-24T00:17:53-03:00,2026-08-24T03:12:53+00:00,2026-08-24T03:17:53+00:00,-16.375,-16.25,-16.30417,60,2026-08-24T00:15:45.433901-03:00
1556,2026-08-24T00:17:53-03:00,2026-08-24T00:22:53-03:00,2026-08-24T03:17:53+00:00,2026-08-24T03:22:53+00:00,-16.25,-16.0625,-16.15729,60,2026-08-24T00:20:44.853185-03:00
1557,2026-08-24T00:22:53-03:00,2026-08-24T00:27:53-03:00,2026-08-24T03:22:53+00:00,2026-08-24T03:27:53+00:00,-16.0625,-15.9375,-16.00521,60,2026-08-24T00:25:45.361180-03:00
1558,2026-08-24T00:27:53-03:00,2026-08-24T00:32:53-03:00,2026-08-24T03:27:53+00:00,2026-08-24T03:32:53+00:00,-15.9375,-15.8125,-15.86146,60,2026-08-24T00:30:44.925461-03:00
1559,2026-08-24T00:32:53-03:00,2026-08-24T00:37:53-03:00,2026-08-24T03:32:53+00:00,2026-08-24T03:37:53+00:00,-15.8125,-15.625,-15.71458,60,2026-08-24T00:35:45.129783-03:00
1560,2026-08-24T00:37:53-03:00,2026-08-24T00:42:53-03:00,2026-08-24T03:37:53+00:00,2026-08-24T03:42:53+00:00,-15.625,-15.5,-15.56979,60,2026-08-24T00:40:44.709744-03:00
1561,2026-08-24T00:42:53-03:00,2026-08-24T00:47:53-03:00,2026-08-24T03:42:53+00:00,2026-08-24T03:47:53+00:00,-15.5,-15.375,-15.42917,60,2026-08-24T00:45:45.673148-03:00
1562,2026-08-24T00:47:53-03:00,2026-08-24T00:52:53-03:00,2026-08-24T03:47:53+00:00,2026-08-24T03:52:53+00:00,-15.375,-15.25,-15.29896,60,2026-08-24T00:50:45.238779-03:00
1563,2026-08-24T00:52:53-03:00,2026-08-24T00:57:53-03:00,2026-08-24T03:52:53+00:00,2026-08-24T03:57:53+00:00,-15.25,-15.0625,-15.15833,60,2026-08-24T00:55:44.619290-03:00
1564,2026-08-24T00:57:53-03:00,2026-08-24T01:02:53-03:00,2026-08-24T03:57:53+00:00,2026-08-24T04:02:53+00:00,-15.0625,-14.9375,-15.02083,60,2026-08-24T01:00:44.912932-03:00
1565,2026-08-24T01:02:53-03:00,2026-08-24T01:07:53-03:00,2026-08-24T04:02:53+00:00,2026-08-24T04:07:53+00:00,-14.9375,-14.8125,-14.89271,60,2026-08-24T01:05:44.915901-03:00
1566,2026-08-24T01:07:53-03:00,2026-08-24T01:12:53-03:00,2026-08-24T04:07:53+00:00,2026-08-24T04:12:53+00:00,-14.8125,-14.6875,-14.75833,60,2026-08-24T01:10:45.071509-03:00
1567,2026-08-24T01:12:53-03:00,2026-08-24T01:17:53-03:00,2026-08-24T04:12:53+00:00,2026-08-24T04:17:53+00:00,-15.8125,-14.4375,-14.81354,60,2026-08-24T01:15:45.282642-03:00
1568,2026-08-24T01:17:53-03:00,2026-08-24T01:22:53-03:00,2026-08-24T04:17:53+00:00,2026-08-24T04:22:53+00:00,-18.8125,-15.875,-17.52813,60,2026-08-24T01:20:45.378734-03:00
1569,2026-08-24T01:22:53-03:00,2026-08-24T01:27:54-03:00,2026-08-24T04:22:53+00:00,2026-08-24T04:27:54+00:00,-20.25,-18.875,-19.63437,60,2026-08-24T01:25:45.093630-03:00
1570,2026-08-24T01:27:54-03:00,2026-08-24T01:32:54-03:00,2026-08-24T04:27:54+00:00,2026-08-24T04:32:54+00:00,-21.125,-20.3125,-20.75937,60,2026-08-24T01:30:44.914194-03:00
1571,2026-08-24T01:32:54-03:00,2026-08-24T01:37:54-03:00,2026-08-24T04:32:54+00:00,2026-08-24T04:37:54+00:00,-21.0625,-19,-19.91458,60,2026-08-24T01:35:45.526966-03:00
1572,2026-08-24T01:37:54-03:00,2026-08-24T01:42:54-03:00,2026-08-24T04:37:54+00:00,2026-08-24T04:42:54+00:00,-18.9375,-17.875,-18.34479,60,2026-08-24T01:40:45.563117-03:00
1574,2026-08-24T01:42:54-03:00,2026-08-24T01:47:54-03:00,2026-08-24T04:42:54+00:00,2026-08-24T04:47:54+00:00,-17.875,-17.25,-17.53542,60,2026-08-24T01:46:14.888821-03:00
1575,2026-08-24T01:47:54-03:00,2026-08-24T01:52:54-03:00,2026-08-24T04:47:54+00:00,2026-08-24T04:52:54+00:00,-17.25,-16.875,-17.0678,59,2026-08-24T01:50:45.124548-03:00
1576,2026-08-24T01:52:54-03:00,2026-08-24T01:57:54-03:00,2026-08-24T04:52:54+00:00,2026-08-24T04:57:54+00:00,-16.875,-16.625,-16.75729,60,2026-08-24T01:55:45.513643-03:00
1577,2026-08-24T01:57:54-03:00,2026-08-24T02:02:54-03:00,2026-08-24T04:57:54+00:00,2026-08-24T05:02:54+00:00,-16.625,-16.4375,-16.53333,60,2026-08-24T02:00:44.885113-03:00
1578,2026-08-24T02:02:54-03:00,2026-08-24T02:07:54-03:00,2026-08-24T05:02:54+00:00,2026-08-24T05:07:54+00:00,-16.4375,-16.25,-16.34063,60,2026-08-24T02:05:45.320494-03:00
1579,2026-08-24T02:07:54-03:00,2026-08-24T02:12:54-03:00,2026-08-24T05:07:54+00:00,2026-08-24T05:12:54+00:00,-16.25,-16.0625,-16.16562,60,2026-08-24T02:10:45.178196-03:00
1580,2026-08-24T02:12:54-03:00,2026-08-24T02:17:54-03:00,2026-08-24T05:12:54+00:00,2026-08-24T05:17:54+00:00,-16.0625,-15.9375,-16.00521,60,2026-08-24T02:15:44.607698-03:00
1581,2026-08-24T02:17:54-03:00,2026-08-24T02:22:54-03:00,2026-08-24T05:17:54+00:00,2026-08-24T05:22:54+00:00,-15.9375,-15.75,-15.85312,60,2026-08-24T02:20:45.134414-03:00
1582,2026-08-24T02:22:54-03:00,2026-08-24T02:27:54-03:00,2026-08-24T05:22:54+00:00,2026-08-24T05:27:54+00:00,-15.75,-15.625,-15.69687,60,2026-08-24T02:25:45.713195-03:00
1583,2026-08-24T02:27:54-03:00,2026-08-24T02:32:54-03:00,2026-08-24T05:27:54+00:00,2026-08-24T05:32:54+00:00,-15.625,-15.5,-15.56146,60,2026-08-24T02:30:45.220835-03:00
1584,2026-08-24T02:32:54-03:00,2026-08-24T02:37:54-03:00,2026-08-24T05:32:54+00:00,2026-08-24T05:37:54+00:00,-15.5,-15.375,-15.425,60,2026-08-24T02:35:47.050461-03:00
1585,2026-08-24T02:37:54-03:00,2026-08-24T02:42:54-03:00,2026-08-24T05:37:54+00:00,2026-08-24T05:42:54+00:00,-15.375,-15.1875,-15.28438,60,2026-08-24T02:40:45.305621-03:00
1586,2026-08-24T02:42:54-03:00,2026-08-24T02:47:54-03:00,2026-08-24T05:42:54+00:00,2026-08-24T05:47:54+00:00,-15.1875,-15.0625,-15.15,60,2026-08-24T02:45:45.368242-03:00
1587,2026-08-24T02:47:54-03:00,2026-08-24T02:52:54-03:00,2026-08-24T05:47:54+00:00,2026-08-24T05:52:54+00:00,-15.0625,-14.9375,-15.02292,60,2026-08-24T02:50:45.408529-03:00
1588,2026-08-24T02:52:54-03:00,2026-08-24T02:57:54-03:00,2026-08-24T05:52:54+00:00,2026-08-24T05:57:54+00:00,-14.9375,-14.8125,-14.89063,60,2026-08-24T02:55:45.097288-03:00
1589,2026-08-24T02:57:54-03:00,2026-08-24T03:02:54-03:00,2026-08-24T05:57:54+00:00,2026-08-24T06:02:54+00:00,-14.8125,-14.6875,-14.76146,60,2026-08-24T03:00:45.433497-03:00
1590,2026-08-24T03:02:54-03:00,2026-08-24T03:07:54-03:00,2026-08-24T06:02:54+00:00,2026-08-24T06:07:54+00:00,-14.6875,-14.5625,-14.64271,60,2026-08-24T03:05:47.979146-03:00
1591,2026-08-24T03:07:54-03:00,2026-08-24T03:12:54-03:00,2026-08-24T06:07:54+00:00,2026-08-24T06:12:54+00:00,-17.1875,-14.4375,-15.51458,60,2026-08-24T03:10:45.621043-03:00
1592,2026-08-24T03:12:54-03:00,2026-08-24T03:17:55-03:00,2026-08-24T06:12:54+00:00,2026-08-24T06:17:55+00:00,-19.4375,-17.25,-18.47917,60,2026-08-24T03:15:45.852553-03:00
1593,2026-08-24T03:17:55-03:00,2026-08-24T03:22:55-03:00,2026-08-24T06:17:55+00:00,2026-08-24T06:22:55+00:00,-20.625,-19.4375,-20.075,60,2026-08-24T03:20:45.488331-03:00
1594,2026-08-24T03:22:55-03:00,2026-08-24T03:27:55-03:00,2026-08-24T06:22:55+00:00,2026-08-24T06:27:55+00:00,-21.125,-20.125,-20.79375,60,2026-08-24T03:25:45.647524-03:00
1595,2026-08-24T03:27:55-03:00,2026-08-24T03:32:55-03:00,2026-08-24T06:27:55+00:00,2026-08-24T06:32:55+00:00,-20.125,-18.375,-19.13646,60,2026-08-24T03:30:45.789517-03:00
1596,2026-08-24T03:32:55-03:00,2026-08-24T03:37:55-03:00,2026-08-24T06:32:55+00:00,2026-08-24T06:37:55+00:00,-18.3125,-17.4375,-17.84792,60,2026-08-24T03:35:45.301666-03:00
1597,2026-08-24T03:37:55-03:00,2026-08-24T03:42:55-03:00,2026-08-24T06:37:55+00:00,2026-08-24T06:42:55+00:00,-17.4375,-16.9375,-17.18229,60,2026-08-24T03:40:45.484370-03:00
1598,2026-08-24T03:42:55-03:00,2026-08-24T03:47:55-03:00,2026-08-24T06:42:55+00:00,2026-08-24T06:47:55+00:00,-16.9375,-16.625,-16.77708,60,2026-08-24T03:45:45.760499-03:00
1599,2026-08-24T03:47:55-03:00,2026-08-24T03:52:55-03:00,2026-08-24T06:47:55+00:00,2026-08-24T06:52:55+00:00,-16.625,-16.375,-16.51042,60,2026-08-24T03:50:45.551673-03:00
1600,2026-08-24T03:52:55-03:00,2026-08-24T03:57:55-03:00,2026-08-24T06:52:55+00:00,2026-08-24T06:57:55+00:00,-16.375,-16.1875,-16.29271,60,2026-08-24T03:55:45.678651-03:00
1601,2026-08-24T03:57:55-03:00,2026-08-24T04:02:55-03:00,2026-08-24T06:57:55+00:00,2026-08-24T07:02:55+00:00,-16.1875,-16,-16.11042,60,2026-08-24T04:00:45.270181-03:00
1602,2026-08-24T04:02:55-03:00,2026-08-24T04:07:55-03:00,2026-08-24T07:02:55+00:00,2026-08-24T07:07:55+00:00,-16,-15.875,-15.94583,60,2026-08-24T04:05:48.213628-03:00
