id,period_start_art,period_end_art,period_start_utc,period_end_utc,min_value_c,max_value_c,avg_value_c,sample_count,created_at_art
92,2026-08-19T00:02:15-03:00,2026-08-19T00:07:16-03:00,2026-08-19T03:02:15+00:00,2026-08-19T03:07:16+00:00,-22.75,-21.9375,-22.36354,60,2026-08-19T00:05:45.292602-03:00
93,2026-08-19T00:07:16-03:00,2026-08-19T00:12:16-03:00,2026-08-19T03:07:16+00:00,2026-08-19T03:12:16+00:00,-22.875,-22,-22.49896,60,2026-08-19T00:10:45.832319-03:00
94,2026-08-19T00:12:16-03:00,2026-08-19T00:17:16-03:00,2026-08-19T03:12:16+00:00,2026-08-19T03:17:16+00:00,-21.9375,-21,-21.47083,60,2026-08-19T00:15:46.457028-03:00
95,2026-08-19T00:17:16-03:00,2026-08-19T00:22:16-03:00,2026-08-19T03:17:16+00:00,2026-08-19T03:22:16+00:00,-21,-20.25,-20.63333,60,2026-08-19T00:20:46.023270-03:00
96,2026-08-19T00:22:16-03:00,2026-08-19T00:27:16-03:00,2026-08-19T03:22:16+00:00,2026-08-19T03:27:16+00:00,-20.25,-19.6875,-19.96458,60,2026-08-19T00:25:45.786139-03:00
97,2026-08-19T00:27:16-03:00,2026-08-19T00:32:16-03:00,2026-08-19T03:27:16+00:00,2026-08-19T03:32:16+00:00,-19.6875,-19.1875,-19.43229,60,2026-08-19T00:30:46.092954-03:00
98,2026-08-19T00:32:16-03:00,2026-08-19T00:37:16-03:00,2026-08-19T03:32:16+00:00,2026-08-19T03:37:16+00:00,-19.1875,-18.75,-18.97708,60,2026-08-19T00:35:45.628622-03:00
99,2026-08-19T00:37:16-03:00,2026-08-19T00:42:16-03:00,2026-08-19T03:37:16+00:00,2026-08-19T03:42:16+00:00,-18.75,-18.4375,-18.59687,60,2026-08-19T00:40:45.620241-03:00
100,2026-08-19T00:42:16-03:00,2026-08-19T00:47:16-03:00,2026-08-19T03:42:16+00:00,2026-08-19T03:47:16+00:00,-18.4375,-18.125,-18.26875,60,2026-08-19T00:45:45.813893-03:00
101,2026-08-19T00:47:16-03:00,2026-08-19T00:52:16-03:00,2026-08-19T03:47:16+00:00,2026-08-19T03:52:16+00:00,-18.125,-17.875,-17.98021,60,2026-08-19T00:50:46.129108-03:00
102,2026-08-19T00:52:16-03:00,2026-08-19T00:57:16-03:00,2026-08-19T03:52:16+00:00,2026-08-19T03:57:16+00:00,-17.875,-17.625,-17.71875,60,2026-08-19T00:55:46.167479-03:00
103,2026-08-19T00:57:16-03:00,2026-08-19T01:02:16-03:00,2026-08-19T03:57:16+00:00,2026-08-19T04:02:16+00:00,-17.625,-17.375,-17.49375,60,2026-08-19T01:00:46.281037-03:00
104,2026-08-19T01:02:16-03:00,2026-08-19T01:07:16-03:00,2026-08-19T04:02:16+00:00,2026-08-19T04:07:16+00:00,-17.375,-17.1875,-17.28958,60,2026-08-19T01:05:46.171311-03:00
105,2026-08-19T01:07:16-03:00,2026-08-19T01:12:16-03:00,2026-08-19T04:07:16+00:00,2026-08-19T04:12:16+00:00,-17.1875,-17,-17.09896,60,2026-08-19T01:10:46.700192-03:00
106,2026-08-19T01:12:16-03:00,2026-08-19T01:17:16-03:00,2026-08-19T04:12:16+00:00,2026-08-19T04:17:16+00:00,-17,-16.875,-16.92917,60,2026-08-19T01:15:45.776486-03:00
107,2026-08-19T01:17:16-03:00,2026-08-19T01:22:16-03:00,2026-08-19T04:17:16+00:00,2026-08-19T04:22:16+00:00,-16.875,-16.75,-16.78333,60,2026-08-19T01:20:46.276994-03:00
108,2026-08-19T01:22:16-03:00,2026-08-19T01:27:16-03:00,2026-08-19T04:22:16+00:00,2026-08-19T04:27:16+00:00,-18.5625,-16.875,-17.6125,60,2026-08-19T01:25:46.253554-03:00
109,2026-08-19T01:27:16-03:00,2026-08-19T01:32:16-03:00,2026-08-19T04:27:16+00:00,2026-08-19T04:32:16+00:00,-20.4375,-18.5625,-19.53437,60,2026-08-19T01:30:46.074598-03:00
110,2026-08-19T01:32:16-03:00,2026-08-19T01:37:16-03:00,2026-08-19T04:32:16+00:00,2026-08-19T04:37:16+00:00,-21.8125,-20.4375,-21.16354,60,2026-08-19T01:35:46.254751-03:00
111,2026-08-19T01:37:16-03:00,2026-08-19T01:42:16-03:00,2026-08-19T04:37:16+00:00,2026-08-19T04:42:16+00:00,-22.625,-21.8125,-22.29792,60,2026-08-19T01:40:46.213939-03:00
112,2026-08-19T01:42:16-03:00,2026-08-19T01:47:16-03:00,2026-08-19T04:42:16+00:00,2026-08-19T04:47:16+00:00,-22.5,-21.4375,-21.95417,60,2026-08-19T01:45:46.586831-03:00
113,2026-08-19T01:47:16-03:00,2026-08-19T01:52:16-03:00,2026-08-19T04:47:16+00:00,2026-08-19T04:52:16+00:00,-21.375,-20.5625,-20.95625,60,2026-08-19T01:50:46.134710-03:00
114,2026-08-19T01:52:16-03:00,2026-08-19T01:57:16-03:00,2026-08-19T04:52:16+00:00,2026-08-19T04:57:16+00:00,-20.5625,-19.875,-20.21146,60,2026-08-19T01:55:46.333167-03:00
115,2026-08-19T01:57:16-03:00,2026-08-19T02:02:16-03:00,2026-08-19T04:57:16+00:00,2026-08-19T05:02:16+00:00,-19.875,-19.375,-19.61667,60,2026-08-19T02:00:46.165895-03:00
116,2026-08-19T02:02:16-03:00,2026-08-19T02:07:16-03:00,2026-08-19T05:02:16+00:00,2026-08-19T05:07:16+00:00,-19.375,-18.9375,-19.1375,60,2026-08-19T02:05:46.235871-03:00
117,2026-08-19T02:07:16-03:00,2026-08-19T02:12:16-03:00,2026-08-19T05:07:16+00:00,2026-08-19T05:12:16+00:00,-18.875,-18.5625,-18.71354,60,2026-08-19T02:10:46.408524-03:00
118,2026-08-19T02:12:16-03:00,2026-08-19T02:17:16-03:00,2026-08-19T05:12:16+00:00,2026-08-19T05:17:16+00:00,-18.5,-18.1875,-18.34896,60,2026-08-19T02:15:46.963259-03:00
119,2026-08-19T02:17:16-03:00,2026-08-19T02:22:17-03:00,2026-08-19T05:17:16+00:00,2026-08-19T05:22:17+00:00,-18.1875,-17.875,-18.02188,60,2026-08-19T02:20:46.332875-03:00
120,2026-08-19T02:22:17-03:00,2026-08-19T02:27:17-03:00,2026-08-19T05:22:17+00:00,2026-08-19T05:27:17+00:00,-17.875,-17.625,-17.74271,60,2026-08-19T02:25:46.391457-03:00
121,2026-08-19T02:27:17-03:00,2026-08-19T02:32:17-03:00,2026-08-19T05:27:17+00:00,2026-08-19T05:32:17+00:00,-17.625,-17.375,-17.49896,60,2026-08-19T02:30:46.050388-03:00
122,2026-08-19T02:32:17-03:00,2026-08-19T02:37:17-03:00,2026-08-19T05:32:17+00:00,2026-08-19T05:37:17+00:00,-17.375,-17.1875,-17.28021,60,2026-08-19T02:35:46.352000-03:00
123,2026-08-19T02:37:17-03:00,2026-08-19T02:42:17-03:00,2026-08-19T05:37:17+00:00,2026-08-19T05:42:17+00:00,-17.1875,-17,-17.08125,60,2026-08-19T02:40:46.026667-03:00
124,2026-08-19T02:42:17-03:00,2026-08-19T02:47:17-03:00,2026-08-19T05:42:17+00:00,2026-08-19T05:47:17+00:00,-17,-16.8125,-16.90417,60,2026-08-19T02:45:46.362876-03:00
125,2026-08-19T02:47:17-03:00,2026-08-19T02:52:17-03:00,2026-08-19T05:47:17+00:00,2026-08-19T05:52:17+00:00,-16.8125,-16.625,-16.73542,60,2026-08-19T02:50:46.492569-03:00
126,2026-08-19T02:52:17-03:00,2026-08-19T02:57:17-03:00,2026-08-19T05:52:17+00:00,2026-08-19T05:57:17+00:00,-16.625,-16.5,-16.58958,60,2026-08-19T02:55:46.433396-03:00
127,2026-08-19T02:57:17-03:00,2026-08-19T03:02:17-03:00,2026-08-19T05:57:17+00:00,2026-08-19T06:02:17+00:00,-16.5,-16.375,-16.45417,60,2026-08-19T03:00:46.333371-03:00
128,2026-08-19T03:02:17-03:00,2026-08-19T03:07:17-03:00,2026-08-19T06:02:17+00:00,2026-08-19T06:07:17+00:00,-16.625,-16.3125,-16.39688,60,2026-08-19T03:05:47.125281-03:00
129,2026-08-19T03:07:17-03:00,2026-08-19T03:12:17-03:00,2026-08-19T06:07:17+00:00,2026-08-19T06:12:17+00:00,-18.625,-16.625,-17.59687,60,2026-08-19T03:10:46.710153-03:00
130,2026-08-19T03:12:17-03:00,2026-08-19T03:17:17-03:00,2026-08-19T06:12:17+00:00,2026-08-19T06:17:17+00:00,-20.5,-18.6875,-19.64896,60,2026-08-19T03:15:46.354469-03:00
131,2026-08-19T03:17:17-03:00,2026-08-19T03:22:17-03:00,2026-08-19T06:17:17+00:00,2026-08-19T06:22:17+00:00,-21.875,-20.5625,-21.23646,60,2026-08-19T03:20:46.518317-03:00
132,2026-08-19T03:22:17-03:00,2026-08-19T03:27:17-03:00,2026-08-19T06:22:17+00:00,2026-08-19T06:27:17+00:00,-22.1875,-21.4375,-21.90417,60,2026-08-19T03:25:46.818917-03:00
133,2026-08-19T03:27:17-03:00,2026-08-19T03:32:17-03:00,2026-08-19T06:27:17+00:00,2026-08-19T06:32:17+00:00,-21.4375,-20.5,-20.93958,60,2026-08-19T03:30:46.515637-03:00
134,2026-08-19T03:32:17-03:00,2026-08-19T03:37:17-03:00,2026-08-19T06:32:17+00:00,2026-08-19T06:37:17+00:00,-20.5,-19.8125,-20.11875,60,2026-08-19T03:35:46.459102-03:00
135,2026-08-19T03:37:17-03:00,2026-08-19T03:42:17-03:00,2026-08-19T06:37:17+00:00,2026-08-19T06:42:17+00:00,-19.75,-19.1875,-19.48542,60,2026-08-19T03:40:46.377360-03:00
136,2026-08-19T03:42:17-03:00,2026-08-19T03:47:17-03:00,2026-08-19T06:42:17+00:00,2026-08-19T06:47:17+00:00,-19.1875,-18.75,-18.97604,60,2026-08-19T03:45:46.175466-03:00
137,2026-08-19T03:47:17-03:00,2026-08-19T03:52:17-03:00,2026-08-19T06:47:17+00:00,2026-08-19T06:52:17+00:00,-18.75,-18.375,-18.55521,60,2026-08-19T03:50:46.653045-03:00
138,2026-08-19T03:52:17-03:00,2026-08-19T03:57:17-03:00,2026-08-19T06:52:17+00:00,2026-08-19T06:57:17+00:00,-18.375,-18,-18.18542,60,2026-08-19T03:55:46.981709-03:00
139,2026-08-19T03:57:17-03:00,2026-08-19T04:02:17-03:00,2026-08-19T06:57:17+00:00,2026-08-19T07:02:17+00:00,-18,-17.6875,-17.85,60,2026-08-19T04:00:46.463662-03:00
140,2026-08-19T04:02:17-03:00,2026-08-19T04:07:17-03:00,2026-08-19T07:02:17+00:00,2026-08-19T07:07:17+00:00,-17.6875,-17.4375,-17.55625,60,2026-08-19T04:05:46.548239-03:00
141,2026-08-19T04:07:17-03:00,2026-08-19T04:12:17-03:00,2026-08-19T07:07:17+00:00,2026-08-19T07:12:17+00:00,-17.4375,-17.1875,-17.30104,60,2026-08-19T04:10:46.457486-03:00
142,2026-08-19T04:12:17-03:00,2026-08-19T04:17:17-03:00,2026-08-19T07:12:17+00:00,2026-08-19T07:17:17+00:00,-17.1875,-17,-17.09375,60,2026-08-19T04:15:47.249768-03:00
143,2026-08-19T04:17:17-03:00,2026-08-19T04:22:17-03:00,2026-08-19T07:17:17+00:00,2026-08-19T07:22:17+00:00,-17,-16.8125,-16.90729,60,2026-08-19T04:20:46.924273-03:00
144,2026-08-19T04:22:17-03:00,2026-08-19T04:27:17-03:00,2026-08-19T07:22:17+00:00,2026-08-19T07:27:17+00:00,-16.8125,-16.625,-16.74167,60,2026-08-19T04:25:46.943300-03:00
145,2026-08-19T04:27:17-03:00,2026-08-19T04:32:17-03:00,2026-08-19T07:27:17+00:00,2026-08-19T07:32:17+00:00,-16.6875,-16.5,-16.58542,60,2026-08-19T04:30:46.764116-03:00
146,2026-08-19T04:32:17-03:00,2026-08-19T04:37:17-03:00,2026-08-19T07:32:17+00:00,2026-08-19T07:37:17+00:00,-16.5,-16.375,-16.44167,60,2026-08-19T04:35:46.192921-03:00
147,2026-08-19T04:37:17-03:00,2026-08-19T04:42:18-03:00,2026-08-19T07:37:17+00:00,2026-08-19T07:42:18+00:00,-16.375,-16.25,-16.30625,60,2026-08-19T04:40:46.628460-03:00
148,2026-08-19T04:42:18-03:00,2026-08-19T04:47:18-03:00,2026-08-19T07:42:18+00:00,2026-08-19T07:47:18+00:00,-17.5,-16.25,-16.67708,60,2026-08-19T04:45:46.315119-03:00
149,2026-08-19T04:47:18-03:00,2026-08-19T04:52:18-03:00,2026-08-19T07:47:18+00:00,2026-08-19T07:52:18+00:00,-19.625,-17.5625,-18.59271,60,2026-08-19T04:50:46.762727-03:00
150,2026-08-19T04:52:18-03:00,2026-08-19T04:57:18-03:00,2026-08-19T07:52:18+00:00,2026-08-19T07:57:18+00:00,-21.1875,-19.625,-20.46042,60,2026-08-19T04:55:47.031728-03:00
151,2026-08-19T04:57:18-03:00,2026-08-19T05:02:18-03:00,2026-08-19T07:57:18+00:00,2026-08-19T08:02:18+00:00,-22,-21.25,-21.7125,60,2026-08-19T05:00:46.675861-03:00
152,2026-08-19T05:02:18-03:00,2026-08-19T05:07:18-03:00,2026-08-19T08:02:18+00:00,2026-08-19T08:07:18+00:00,-21.6875,-20.6875,-21.17396,60,2026-08-19T05:05:47.005225-03:00
153,2026-08-19T05:07:18-03:00,2026-08-19T05:12:18-03:00,2026-08-19T08:07:18+00:00,2026-08-19T08:12:18+00:00,-20.625,-19.875,-20.24375,60,2026-08-19T05:10:46.527909-03:00
154,2026-08-19T05:12:18-03:00,2026-08-19T05:17:18-03:00,2026-08-19T08:12:18+00:00,2026-08-19T08:17:18+00:00,-19.875,-19.25,-19.54271,60,2026-08-19T05:15:46.899999-03:00
155,2026-08-19T05:17:18-03:00,2026-08-19T05:22:18-03:00,2026-08-19T08:17:18+00:00,2026-08-19T08:22:18+00:00,-19.25,-18.75,-18.97708,60,2026-08-19T05:20:46.619833-03:00
156,2026-08-19T05:22:18-03:00,2026-08-19T05:27:18-03:00,2026-08-19T08:22:18+00:00,2026-08-19T08:27:18+00:00,-18.75,-18.375,-18.52292,60,2026-08-19T05:25:47.673761-03:00
157,2026-08-19T05:27:18-03:00,2026-08-19T05:32:18-03:00,2026-08-19T08:27:18+00:00,2026-08-19T08:32:18+00:00,-18.3125,-18,-18.16458,60,2026-08-19T05:30:46.668684-03:00
158,2026-08-19T05:32:18-03:00,2026-08-19T05:37:18-03:00,2026-08-19T08:32:18+00:00,2026-08-19T08:37:18+00:00,-18,-17.6875,-17.83646,60,2026-08-19T05:35:46.917071-03:00
159,2026-08-19T05:37:18-03:00,2026-08-19T05:42:18-03:00,2026-08-19T08:37:18+00:00,2026-08-19T08:42:18+00:00,-17.6875,-17.375,-17.54896,60,2026-08-19T05:40:46.893193-03:00
160,2026-08-19T05:42:18-03:00,2026-08-19T05:47:18-03:00,2026-08-19T08:42:18+00:00,2026-08-19T08:47:18+00:00,-17.4375,-17.1875,-17.28958,60,2026-08-19T05:45:47.030155-03:00
161,2026-08-19T05:47:18-03:00,2026-08-19T05:52:18-03:00,2026-08-19T08:47:18+00:00,2026-08-19T08:52:18+00:00,-17.1875,-16.9375,-17.0625,60,2026-08-19T05:50:46.874745-03:00
162,2026-08-19T05:52:18-03:00,2026-08-19T05:57:18-03:00,2026-08-19T08:52:18+00:00,2026-08-19T08:57:18+00:00,-16.9375,-16.8125,-16.875,60,2026-08-19T05:55:46.785400-03:00
163,2026-08-19T05:57:18-03:00,2026-08-19T06:02:18-03:00,2026-08-19T08:57:18+00:00,2026-08-19T09:02:18+00:00,-16.8125,-16.625,-16.69896,60,2026-08-19T06:00:46.744373-03:00
164,2026-08-19T06:02:18-03:00,2026-08-19T06:07:18-03:00,2026-08-19T09:02:18+00:00,2026-08-19T09:07:18+00:00,-16.625,-16.5,-16.55417,60,2026-08-19T06:05:47.212175-03:00
165,2026-08-19T06:07:18-03:00,2026-08-19T06:12:18-03:00,2026-08-19T09:07:18+00:00,2026-08-19T09:12:18+00:00,-16.5,-16.3125,-16.40417,60,2026-08-19T06:10:49.921709-03:00
166,2026-08-19T06:12:18-03:00,2026-08-19T06:17:18-03:00,2026-08-19T09:12:18+00:00,2026-08-19T09:17:18+00:00,-16.3125,-16.1875,-16.27119,59,2026-08-19T06:15:46.929691-03:00
167,2026-08-19T06:17:18-03:00,2026-08-19T06:22:18-03:00,2026-08-19T09:17:18+00:00,2026-08-19T09:22:18+00:00,-16.1875,-16.0625,-16.15,60,2026-08-19T06:20:47.029471-03:00
168,2026-08-19T06:22:18-03:00,2026-08-19T06:27:18-03:00,2026-08-19T09:22:18+00:00,2026-08-19T09:27:18+00:00,-16.0625,-16,-16.03125,60,2026-08-19T06:25:46.983849-03:00
169,2026-08-19T06:27:18-03:00,2026-08-19T06:32:18-03:00,2026-08-19T09:27:18+00:00,2026-08-19T09:32:18+00:00,-16,-15.875,-15.92188,60,2026-08-19T06:30:46.671347-03:00
170,2026-08-19T06:32:18-03:00,2026-08-19T06:37:18-03:00,2026-08-19T09:32:18+00:00,2026-08-19T09:37:18+00:00,-16.875,-15.875,-16.17292,60,2026-08-19T06:35:47.158934-03:00
171,2026-08-19T06:37:18-03:00,2026-08-19T06:42:18-03:00,2026-08-19T09:37:18+00:00,2026-08-19T09:42:18+00:00,-19.0625,-16.9375,-18.00625,60,2026-08-19T06:40:46.715375-03:00
172,2026-08-19T06:42:18-03:00,2026-08-19T06:47:18-03:00,2026-08-19T09:42:18+00:00,2026-08-19T09:47:18+00:00,-20.8125,-19.125,-20.0125,60,2026-08-19T06:45:46.769134-03:00
173,2026-08-19T06:47:18-03:00,2026-08-19T06:52:18-03:00,2026-08-19T09:47:18+00:00,2026-08-19T09:52:18+00:00,-21.625,-20.875,-21.32604,60,2026-08-19T06:50:47.064361-03:00
174,2026-08-19T06:52:18-03:00,2026-08-19T06:57:19-03:00,2026-08-19T09:52:18+00:00,2026-08-19T09:57:19+00:00,-21.1875,-20.1875,-20.67188,60,2026-08-19T06:55:46.720310-03:00
175,2026-08-19T06:57:19-03:00,2026-08-19T07:02:19-03:00,2026-08-19T09:57:19+00:00,2026-08-19T10:02:19+00:00,-20.1875,-19.4375,-19.78437,60,2026-08-19T07:00:46.868502-03:00
176,2026-08-19T07:02:19-03:00,2026-08-19T07:07:19-03:00,2026-08-19T10:02:19+00:00,2026-08-19T10:07:19+00:00,-19.4375,-18.8125,-19.09583,60,2026-08-19T07:05:47.016059-03:00
177,2026-08-19T07:07:19-03:00,2026-08-19T07:12:19-03:00,2026-08-19T10:07:19+00:00,2026-08-19T10:12:19+00:00,-18.75,-18.3125,-18.52396,60,2026-08-19T07:10:46.512947-03:00
178,2026-08-19T07:12:19-03:00,2026-08-19T07:17:19-03:00,2026-08-19T10:12:19+00:00,2026-08-19T10:17:19+00:00,-18.3125,-17.9375,-18.09479,60,2026-08-19T07:15:47.122682-03:00
179,2026-08-19T07:17:19-03:00,2026-08-19T07:22:19-03:00,2026-08-19T10:17:19+00:00,2026-08-19T10:22:19+00:00,-17.9375,-17.625,-17.76354,60,2026-08-19T07:20:46.871809-03:00
180,2026-08-19T07:22:19-03:00,2026-08-19T07:27:19-03:00,2026-08-19T10:22:19+00:00,2026-08-19T10:27:19+00:00,-17.625,-17.3125,-17.475,60,2026-08-19T07:25:47.407769-03:00
181,2026-08-19T07:27:19-03:00,2026-08-19T07:32:19-03:00,2026-08-19T10:27:19+00:00,2026-08-19T10:32:19+00:00,-17.3125,-17.0625,-17.20729,60,2026-08-19T07:30:46.906905-03:00
182,2026-08-19T07:32:19-03:00,2026-08-19T07:37:19-03:00,2026-08-19T10:32:19+00:00,2026-08-19T10:37:19+00:00,-17.0625,-16.875,-16.96979,60,2026-08-19T07:35:46.981287-03:00
183,2026-08-19T07:37:19-03:00,2026-08-19T07:42:19-03:00,2026-08-19T10:37:19+00:00,2026-08-19T10:42:19+00:00,-16.875,-16.625,-16.75208,60,2026-08-19T07:40:46.608305-03:00
184,2026-08-19T07:42:19-03:00,2026-08-19T07:47:19-03:00,2026-08-19T10:42:19+00:00,2026-08-19T10:47:19+00:00,-16.625,-16.5,-16.56562,60,2026-08-19T07:45:46.936739-03:00
185,2026-08-19T07:47:19-03:00,2026-08-19T07:52:19-03:00,2026-08-19T10:47:19+00:00,2026-08-19T10:52:19+00:00,-16.5,-16.3125,-16.39583,60,2026-08-19T07:50:46.801404-03:00
186,2026-08-19T07:52:19-03:00,2026-08-19T07:57:19-03:00,2026-08-19T10:52:19+00:00,2026-08-19T10:57:19+00:00,-16.3125,-16.1875,-16.25208,60,2026-08-19T07:55:47.049804-03:00
187,2026-08-19T07:57:19-03:00,2026-08-19T08:02:19-03:00,2026-08-19T10:57:19+00:00,2026-08-19T11:02:19+00:00,-16.1875,-16.0625,-16.13021,60,2026-08-19T08:00:47.213684-03:00
188,2026-08-19T08:02:19-03:00,2026-08-19T08:07:19-03:00,2026-08-19T11:02:19+00:00,2026-08-19T11:07:19+00:00,-16.0625,-15.9375,-16.00937,60,2026-08-19T08:05:46.892184-03:00
189,2026-08-19T08:07:19-03:00,2026-08-19T08:12:19-03:00,2026-08-19T11:07:19+00:00,2026-08-19T11:12:19+00:00,-15.9375,-15.8125,-15.90104,60,2026-08-19T08:10:47.008228-03:00
190,2026-08-19T08:12:19-03:00,2026-08-19T08:17:19-03:00,2026-08-19T11:12:19+00:00,2026-08-19T11:17:19+00:00,-15.875,-15.75,-15.78646,60,2026-08-19T08:15:47.005990-03:00
191,2026-08-19T08:17:19-03:00,2026-08-19T08:22:19-03:00,2026-08-19T11:17:19+00:00,2026-08-19T11:22:19+00:00,-15.75,-15.625,-15.6875,60,2026-08-19T08:20:46.928335-03:00
192,2026-08-19T08:22:19-03:00,2026-08-19T08:27:19-03:00,2026-08-19T11:22:19+00:00,2026-08-19T11:27:19+00:00,-15.625,-15.5625,-15.59167,60,2026-08-19T08:25:47.241479-03:00
193,2026-08-19T08:27:19-03:00,2026-08-19T08:32:19-03:00,2026-08-19T11:27:19+00:00,2026-08-19T11:32:19+00:00,-15.5625,-15.5,-15.51146,60,2026-08-19T08:30:47.090368-03:00
194,2026-08-19T08:32:19-03:00,2026-08-19T08:37:19-03:00,2026-08-19T11:32:19+00:00,2026-08-19T11:37:19+00:00,-17.5,-15.5625,-16.43542,60,2026-08-19T08:35:47.257044-03:00
195,2026-08-19T08:37:19-03:00,2026-08-19T08:42:19-03:00,2026-08-19T11:37:19+00:00,2026-08-19T11:42:19+00:00,-19.625,-17.5625,-18.60104,60,2026-08-19T08:40:47.178907-03:00
196,2026-08-19T08:42:19-03:00,2026-08-19T08:47:19-03:00,2026-08-19T11:42:19+00:00,2026-08-19T11:47:19+00:00,-21.1875,-19.625,-20.44167,60,2026-08-19T08:45:49.442014-03:00
197,2026-08-19T08:47:19-03:00,2026-08-19T08:52:19-03:00,2026-08-19T11:47:19+00:00,2026-08-19T11:52:19+00:00,-21.375,-20.4375,-20.96771,60,2026-08-19T08:50:46.780902-03:00
198,2026-08-19T08:52:19-03:00,2026-08-19T08:57:19-03:00,2026-08-19T11:52:19+00:00,2026-08-19T11:57:19+00:00,-20.4375,-19.5,-19.96146,60,2026-08-19T08:55:47.349801-03:00
199,2026-08-19T08:57:19-03:00,2026-08-19T09:02:19-03:00,2026-08-19T11:57:19+00:00,2026-08-19T12:02:19+00:00,-19.5,-18.0625,-18.525,60,2026-08-19T09:00:47.696405-03:00
200,2026-08-19T09:02:19-03:00,2026-08-19T09:07:19-03:00,2026-08-19T12:02:19+00:00,2026-08-19T12:07:19+00:00,-18.0625,-17.75,-17.90937,60,2026-08-19T09:05:47.195227-03:00
201,2026-08-19T09:07:19-03:00,2026-08-19T09:12:19-03:00,2026-08-19T12:07:19+00:00,2026-08-19T12:12:19+00:00,-17.75,-17.5,-17.61458,60,2026-08-19T09:10:47.558376-03:00
202,2026-08-19T09:12:19-03:00,2026-08-19T09:17:19-03:00,2026-08-19T12:12:19+00:00,2026-08-19T12:17:19+00:00,-17.4375,-17.25,-17.33958,60,2026-08-19T09:15:47.298500-03:00
203,2026-08-19T09:17:19-03:00,2026-08-19T09:22:20-03:00,2026-08-19T12:17:19+00:00,2026-08-19T12:22:20+00:00,-17.1875,-17,-17.10208,60,2026-08-19T09:20:47.156443-03:00
204,2026-08-19T09:22:20-03:00,2026-08-19T09:27:20-03:00,2026-08-19T12:22:20+00:00,2026-08-19T12:27:20+00:00,-17,-16.75,-16.86979,60,2026-08-19T09:25:47.346819-03:00
205,2026-08-19T09:27:20-03:00,2026-08-19T09:32:20-03:00,2026-08-19T12:27:20+00:00,2026-08-19T12:32:20+00:00,-16.75,-16.5,-16.63958,60,2026-08-19T09:30:47.112196-03:00
206,2026-08-19T09:32:20-03:00,2026-08-19T09:37:20-03:00,2026-08-19T12:32:20+00:00,2026-08-19T12:37:20+00:00,-16.5,-16.3125,-16.43229,60,2026-08-19T09:35:47.479975-03:00
207,2026-08-19T09:37:20-03:00,2026-08-19T09:42:20-03:00,2026-08-19T12:37:20+00:00,2026-08-19T12:42:20+00:00,-16.3125,-16.1875,-16.24583,60,2026-08-19T09:40:47.163730-03:00
208,2026-08-19T09:42:20-03:00,2026-08-19T09:47:20-03:00,2026-08-19T12:42:20+00:00,2026-08-19T12:47:20+00:00,-16.125,-16,-16.07604,60,2026-08-19T09:45:47.481405-03:00
209,2026-08-19T09:47:20-03:00,2026-08-19T09:52:20-03:00,2026-08-19T12:47:20+00:00,2026-08-19T12:52:20+00:00,-16,-15.875,-15.93437,60,2026-08-19T09:50:47.257141-03:00
210,2026-08-19T09:52:20-03:00,2026-08-19T09:57:20-03:00,2026-08-19T12:52:20+00:00,2026-08-19T12:57:20+00:00,-15.875,-15.75,-15.81042,60,2026-08-19T09:55:47.302625-03:00
211,2026-08-19T09:57:20-03:00,2026-08-19T10:02:20-03:00,2026-08-19T12:57:20+00:00,2026-08-19T13:02:20+00:00,-15.75,-15.625,-15.69167,60,2026-08-19T10:00:47.555800-03:00
212,2026-08-19T10:02:20-03:00,2026-08-19T10:07:20-03:00,2026-08-19T13:02:20+00:00,2026-08-19T13:07:20+00:00,-15.625,-15.5,-15.58125,60,2026-08-19T10:05:47.584358-03:00
213,2026-08-19T10:07:20-03:00,2026-08-19T10:12:20-03:00,2026-08-19T13:07:20+00:00,2026-08-19T13:12:20+00:00,-15.5,-15.4375,-15.46875,60,2026-08-19T10:10:47.325421-03:00
214,2026-08-19T10:12:20-03:00,2026-08-19T10:17:20-03:00,2026-08-19T13:12:20+00:00,2026-08-19T13:17:20+00:00,-15.4375,-15.3125,-15.36771,60,2026-08-19T10:15:47.586778-03:00
215,2026-08-19T10:17:20-03:00,2026-08-19T10:22:20-03:00,2026-08-19T13:17:20+00:00,2026-08-19T13:22:20+00:00,-15.3125,-15.25,-15.27083,60,2026-08-19T10:20:47.653816-03:00
216,2026-08-19T10:22:20-03:00,2026-08-19T10:27:20-03:00,2026-08-19T13:22:20+00:00,2026-08-19T13:27:20+00:00,-15.25,-15.125,-15.16667,60,2026-08-19T10:25:47.241309-03:00
217,2026-08-19T10:27:20-03:00,2026-08-19T10:32:20-03:00,2026-08-19T13:27:20+00:00,2026-08-19T13:32:20+00:00,-15.9375,-15.125,-15.33646,60,2026-08-19T10:30:47.137429-03:00
218,2026-08-19T10:32:20-03:00,2026-08-19T10:37:20-03:00,2026-08-19T13:32:20+00:00,2026-08-19T13:37:20+00:00,-18.1875,-16,-17.09271,60,2026-08-19T10:35:47.073313-03:00
219,2026-08-19T10:37:20-03:00,2026-08-19T10:42:20-03:00,2026-08-19T13:37:20+00:00,2026-08-19T13:42:20+00:00,-20.125,-18.25,-19.22604,60,2026-08-19T10:40:47.372470-03:00
